,location,City,State,B01001_001,B19013_001,B01001A_001,B01001B_001,B15002_003,B15002_004,B15002_005,B15002_006,B15002_007,B15002_008,B15002_009,B15002_010,B15002_011,B15002_012,B15002_013,B15002_014,B15002_015,B15002_016,B15002_017,B15002_018,Agency,State_y,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate
134,"Spotswood, NJ, USA",Spotswood,NJ,8218.0,72817.0,7571.0,210.0,0.0,0.0,36.0,49.0,74.0,9.0,179.0,38.0,959.0,174.0,251.0,64.0,328.0,171.0,44.0,31.0,Spotswood Police Dept,NJ,12,8342.0,5.0,0,0.0,3,2,97.0,15,81.0,1,59.9,0.0,0.0,36.0,24.0,1162.8,179.8,971.0,12.0
154,"Geneseo, NY, USA",Geneseo,NY,8037.0,39673.0,7065.0,202.0,22.0,6.0,11.0,12.0,0.0,28.0,52.0,15.0,191.0,90.0,108.0,34.0,275.0,140.0,37.0,127.0,Geneseo Police Dept,NY,12,8062.0,1.0,0,1.0,0,0,168.0,2,165.0,1,12.4,0.0,12.4,0.0,0.0,2083.9,24.8,2046.6,12.4
141,"Brooksville, FL, USA",Brooksville,FL,7860.0,31821.0,5589.0,2048.0,29.0,10.0,34.0,94.0,22.0,87.0,62.0,39.0,736.0,233.0,363.0,97.0,207.0,75.0,0.0,15.0,Brooksville Police Dept,FL,12,7841.0,78.0,0,6.0,22,50,459.0,65,382.0,12,994.8,0.0,76.5,280.6,637.7,5853.8,829.0,4871.8,153.0
116,"Dade City, FL, USA",Dade City,FL,6627.0,27045.0,4192.0,2124.0,77.0,0.0,86.0,98.0,70.0,71.0,87.0,88.0,557.0,115.0,326.0,93.0,208.0,15.0,39.0,0.0,Dade City Police Dept,FL,12,6549.0,60.0,1,5.0,10,44,338.0,80,246.0,12,916.2,15.3,76.3,152.7,671.9,5161.1,1221.6,3756.3,183.2
62,"Rochester, NY, USA",Rochester,NY,6589.0,44404.0,6207.0,131.0,27.0,0.0,31.0,15.0,39.0,34.0,7.0,61.0,526.0,222.0,343.0,132.0,356.0,174.0,33.0,0.0,Rochester Police Dept,NY,12,211993.0,2069.0,36,112.0,817,1104,11283.0,2978,7683.0,622,976.0,17.0,52.8,385.4,520.8,5322.3,1404.8,3624.2,293.4
224,"Leesville, LA, USA",Leesville,LA,6409.0,39167.0,3523.0,2171.0,46.0,18.0,16.0,33.0,60.0,69.0,85.0,46.0,702.0,174.0,320.0,99.0,168.0,71.0,25.0,11.0,Leesville Police Dept,LA,12,6623.0,30.0,0,3.0,1,26,285.0,8,274.0,3,453.0,0.0,45.3,15.1,392.6,4303.2,120.8,4137.1,45.3
131,"Morrow, GA, USA",Morrow,GA,6379.0,49524.0,1365.0,2382.0,1.0,19.0,26.0,12.0,23.0,20.0,136.0,26.0,708.0,167.0,394.0,101.0,210.0,25.0,0.0,24.0,Morrow Police Dept,GA,12,6564.0,34.0,0,1.0,24,9,1063.0,60,946.0,57,518.0,0.0,15.2,365.6,137.1,16194.4,914.1,14411.9,868.4
239,"Cheverly, MD, USA",Cheverly,MD,6207.0,85720.0,2045.0,3243.0,0.0,0.0,43.0,31.0,30.0,23.0,43.0,17.0,469.0,57.0,514.0,74.0,381.0,257.0,108.0,24.0,Cheverly Police Dept,MD,12,6291.0,23.0,0,0.0,10,13,120.0,17,83.0,20,365.6,0.0,0.0,159.0,206.6,1907.5,270.2,1319.3,317.9
249,"Marianna, FL, USA",Marianna,FL,6143.0,22972.0,3578.0,2319.0,33.0,14.0,49.0,35.0,24.0,81.0,109.0,30.0,802.0,135.0,227.0,103.0,173.0,77.0,30.0,0.0,Marianna Police Dept,FL,12,6125.0,59.0,0,3.0,15,41,182.0,55,127.0,0,963.3,0.0,49.0,244.9,669.4,2971.4,898.0,2073.5,0.0
118,"Dickson City, PA, USA",Dickson City,PA,6086.0,44550.0,5907.0,30.0,15.0,0.0,5.0,52.0,3.0,17.0,15.0,45.0,854.0,174.0,195.0,278.0,363.0,54.0,21.0,0.0,Dickson City Police Dept,PA,6,6072.0,2.0,0,1.0,0,1,150.0,3,144.0,3,,,,,,,,,
236,"Gulf Breeze, FL, USA",Gulf Breeze,FL,5841.0,76875.0,5531.0,47.0,0.0,0.0,0.0,0.0,17.0,16.0,0.0,27.0,539.0,69.0,388.0,151.0,484.0,117.0,142.0,103.0,Gulf Breeze Police Dept,FL,12,5950.0,5.0,0,1.0,0,4,142.0,27,114.0,1,84.0,0.0,16.8,0.0,67.2,2386.6,453.8,1916.0,16.8
226,"Locust Grove, GA, USA",Locust Grove,GA,5209.0,55063.0,3001.0,1964.0,0.0,0.0,14.0,34.0,30.0,95.0,153.0,0.0,694.0,86.0,325.0,142.0,66.0,20.0,26.0,28.0,Locust Grove Police Dept,GA,12,5553.0,15.0,0,1.0,1,13,344.0,58,274.0,12,270.1,0.0,18.0,18.0,234.1,6194.8,1044.5,4934.3,216.1
71,"Elmsford, NY, USA",Elmsford,NY,4654.0,77646.0,2371.0,1054.0,0.0,0.0,87.0,21.0,9.0,10.0,21.0,29.0,577.0,21.0,234.0,38.0,272.0,86.0,57.0,14.0,Elmsford Police Dept,NY,12,4724.0,5.0,0,0.0,1,4,50.0,12,31.0,7,105.8,0.0,0.0,21.2,84.7,1058.4,254.0,656.2,148.2
201,"Capitol Heights, MD, USA",Capitol Heights,MD,4316.0,64250.0,227.0,3992.0,15.0,0.0,0.0,10.0,27.0,67.0,64.0,20.0,621.0,75.0,154.0,51.0,30.0,36.0,6.0,0.0,Capitol Heights Police Dept,MD,12,4419.0,10.0,0,0.0,1,9,58.0,14,35.0,9,226.3,0.0,0.0,22.6,203.7,1312.5,316.8,792.0,203.7
142,"Spring Lake, NJ, USA",Spring Lake,NJ,3049.0,107723.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,46.0,100.0,27.0,301.0,314.0,90.0,20.0,Spring Lake Police Dept,NJ,12,3012.0,0.0,0,0.0,0,0,75.0,10,65.0,0,0.0,0.0,0.0,0.0,0.0,2490.0,332.0,2158.0,0.0
144,"Hypoluxo, FL, USA",Hypoluxo,FL,2546.0,51952.0,2109.0,364.0,0.0,0.0,0.0,0.0,0.0,14.0,49.0,20.0,183.0,31.0,41.0,81.0,290.0,56.0,21.0,10.0,Hypoluxo,FL,12,2654.0,2.0,0,0.0,2,0,46.0,16,29.0,1,75.4,0.0,0.0,75.4,0.0,1733.2,602.9,1092.7,37.7
155,"Newark, NJ, USA",Newark,NJ,2401.0,54432.0,1179.0,55.0,9.0,22.0,44.0,57.0,4.0,22.0,33.0,39.0,241.0,27.0,107.0,18.0,128.0,11.0,0.0,0.0,Newark Police Dept,NJ,12,278906.0,3220.0,96,55.0,1976,1093,10199.0,2144,4093.0,3962,1154.5,34.4,19.7,708.5,391.9,3656.8,768.7,1467.5,1420.6
83,"Puyallup, WA, USA",Puyallup,WA,1719.0,39651.0,1674.0,0.0,0.0,0.0,0.0,15.0,34.0,22.0,76.0,64.0,220.0,68.0,103.0,65.0,0.0,0.0,8.0,0.0,Puyallup Police Dept,WA,12,37821.0,96.0,0,18.0,36,42,3034.0,450,2320.0,264,253.8,0.0,47.6,95.2,111.0,8022.0,1189.8,6134.2,698.0
109,"Atlantic Beach, NC, USA",Atlantic Beach,NC,1702.0,45156.0,1519.0,0.0,0.0,0.0,14.0,0.0,3.0,0.0,3.0,0.0,131.0,37.0,186.0,78.0,198.0,53.0,3.0,0.0,Atlantic Beach Police Dept,NC,12,1531.0,15.0,0,2.0,0,13,135.0,59,71.0,5,979.8,0.0,130.6,0.0,849.1,8817.8,3853.7,4637.5,326.6
244,"Dunnellon, FL, USA",Dunnellon,FL,1527.0,27500.0,1402.0,82.0,0.0,20.0,0.0,22.0,7.0,22.0,0.0,5.0,158.0,59.0,90.0,28.0,53.0,32.0,14.0,0.0,Dunnellon Police Dept,FL,12,1764.0,10.0,0,0.0,3,7,24.0,22,1.0,1,566.9,0.0,0.0,170.1,396.8,1360.5,1247.2,56.7,56.7
70,"Newnan, GA, USA",Newnan,GA,1151.0,37047.0,733.0,184.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,19.0,292.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,Newnan Police Dept,GA,12,34085.0,125.0,2,4.0,35,84,1147.0,246,840.0,61,366.7,5.9,11.7,102.7,246.4,3365.1,721.7,2464.4,179.0
22,"Richmond, IN, USA",Richmond,IN,521.0,72841.0,500.0,7.0,0.0,0.0,0.0,5.0,6.0,0.0,10.0,0.0,56.0,6.0,56.0,6.0,2.0,2.0,0.0,0.0,Richmond Police Dept,IN,12,1877.0,0.0,0,0.0,0,0,36.0,11,24.0,1,0.0,0.0,0.0,0.0,0.0,1918.0,586.0,1278.6,53.3
20,"Indianapolis, IN, USA",Indianapolis,IN,,,,,,,,,,,,,,,,,,,,,Indianapolis Police Dept,IN,12,838650.0,9942.0,97,436.0,3442,5967,46898.0,14774,27525.0,4599,1185.5,11.6,52.0,410.4,711.5,5592.1,1761.6,3282.1,548.4
67,"Lee County, FL, USA",Lee County,FL,,,,,,,,,,,,,,,,,,,,,Lee County Sheriff Department,FL,12,,1241.0,17,66.0,340,818,8854.0,2771,5482.0,601,,,,,,,,,
69,"Skagit County, WA, USA",Skagit County,WA,,,,,,,,,,,,,,,,,,,,,Skagit County Sheriff Department,WA,12,,95.0,1,12.0,8,74,1382.0,538,774.0,70,,,,,,,,,
81,"Montgomery County, MD, USA",Montgomery County,MD,,,,,,,,,,,,,,,,,,,,,Montgomery County Police Department,MD,12,,1795.0,14,102.0,829,850,16695.0,2600,13083.0,1012,,,,,,,,,
92,"Davidson County, NC, USA",Davidson County,NC,,,,,,,,,,,,,,,,,,,,,Davidson County Sheriff Department,NC,12,,83.0,0,4.0,13,66,1830.0,824,887.0,119,,,,,,,,,
102,"Gwinnett County, GA, USA",Gwinnett County,GA,,,,,,,,,,,,,,,,,,,,,Gwinnett County Police Department,GA,12,,1578.0,34,161.0,662,721,14179.0,4100,8984.0,1095,,,,,,,,,
107,"Bossier Parish, LA, USA",Bossier Parish,LA,,,,,,,,,,,,,,,,,,,,,Bossier Parish Sheriff Department,LA,12,,5.0,0,1.0,2,2,498.0,65,431.0,2,,,,,,,,,
130,"King County, WA, USA",King County,WA,,,,,,,,,,,,,,,,,,,,,King County Sheriff Office,WA,12,,405.0,7,64.0,127,207,5555.0,2436,2525.0,594,,,,,,,,,
150,"Johnston County, NC, USA",Johnston County,NC,,,,,,,,,,,,,,,,,,,,,Johnston County Sheriff Department,NC,12,,121.0,0,21.0,11,89,2228.0,895,1238.0,95,,,,,,,,,
163,"Pierce County, WA, USA",Pierce County,WA,,,,,,,,,,,,,,,,,,,,,Pierce County Sheriff Department,WA,12,,1000.0,17,102.0,198,683,9990.0,3663,5233.0,1094,,,,,,,,,
171,"Horry County, SC, USA",Horry County,SC,,,,,,,,,,,,,,,,,,,,,Horry County Police Department,SC,10,,757.0,7,95.0,103,552,4730.0,1273,3076.0,381,,,,,,,,,
183,"Howard County, MD, USA",Howard County,MD,,,,,,,,,,,,,,,,,,,,,Howard County Police Department,MD,12,,574.0,4,34.0,177,359,6410.0,1185,4913.0,312,,,,,,,,,
197,"Morgan County, IN, USA",Morgan County,IN,,,,,,,,,,,,,,,,,,,,,Morgan County Sheriff Department,IN,12,,18.0,0,7.0,1,10,111.0,58,52.0,1,,,,,,,,,
199,"Bay County, FL, USA",Bay County,FL,,,,,,,,,,,,,,,,,,,,,Bay County Sheriff Department,FL,12,,336.0,3,41.0,52,240,2694.0,702,1871.0,121,,,,,,,,,
222,"Broward County, FL, USA",Broward County,FL,,,,,,,,,,,,,,,,,,,,,Broward County Sheriff Department,FL,12,,335.0,2,23.0,76,234,1113.0,289,770.0,54,,,,,,,,,
248,"Kitsap County, WA, USA",Kitsap County,WA,,,,,,,,,,,,,,,,,,,,,Kitsap County Sheriff Office,WA,12,,338.0,2,54.0,47,235,4317.0,1287,2711.0,319,,,,,,,,,
257,"Valley County, ID, USA",Valley County,ID,,,,,,,,,,,,,,,,,,,,,Valley County Sheriff Department,ID,12,,9.0,0,3.0,0,6,72.0,21,49.0,2,,,,,,,,,
260,"Stockton, IN, USA",Stockton,IN,,,,,,,,,,,,,,,,,,,,,Stockton Police Dept,IN,12,1865.0,9.0,0,0.0,0,9,23.0,6,17.0,0,482.6,0.0,0.0,0.0,482.6,1233.2,321.7,911.5,0.0
