index,region,a,b,c,d,lat,lon,loc
340,philadelphia,\N,\N,\N,\N,-75.1638,39.9523,"Philadelphia, PA"
341,pittsburgh,\N,\N,\N,\N,-79.9959,40.4406,"Pittsburgh, PA"
342,poconos,\N,\N,\N,\N,-75.3751,41.1388,"Tobyhanna, PA 18466"
343,reading,\N,\N,\N,\N,-75.9269,40.3356,"Reading, PA"
344,scranton,\N,\N,\N,\N,-75.6624,41.409,"Scranton, PA"
345,pennstate,\N,\N,\N,\N,-77.86,40.7934,"State College, PA"
346,williamsport,\N,\N,\N,\N,-77.0011,41.2412,"Williamsport, PA"
347,york,\N,\N,\N,\N,-76.7277,39.9626,"York, PA"
348,providence,\N,\N,\N,\N,-71.4774,41.5801,Rhode Island
349,southcarolina,\N,\N,\N,\N,-81.1637,33.8361,South Carolina
350,charleston,\N,\N,\N,\N,-79.9309,32.7766,"Charleston, SC"
351,columbia,\N,\N,\N,\N,-81.0348,34.0007,"Columbia, SC"
352,florence,\N,\N,\N,\N,-79.7626,34.1954,"Florence, SC"
353,greenville,\N,\N,\N,\N,-82.39399999999999,34.8526,"Greenville, SC"
354,hiltonhead,\N,\N,\N,\N,-80.7526,32.2163,"Hilton Head Island, SC"
355,myrtlebeach,\N,\N,\N,\N,-78.8867,33.6891,"Myrtle Beach, SC"
356,southdakota,\N,\N,\N,\N,-99.9018,43.9695,South Dakota
357,tennessee,\N,\N,\N,\N,-86.5804,35.5175,Tennessee
358,chattanooga,\N,\N,\N,\N,-85.3097,35.0456,"Chattanooga, TN"
359,clarksville,\N,\N,\N,\N,-87.3595,36.5298,"Clarksville, TN"
360,cookeville,\N,\N,\N,\N,-85.5016,36.1628,"Cookeville, TN"
361,knoxville,\N,\N,\N,\N,-83.9207,35.9606,"Knoxville, TN"
362,memphis,\N,\N,\N,\N,-90.04899999999999,35.1495,"Memphis, TN"
363,nashville,\N,\N,\N,\N,-86.7833,36.1667,"Nashville, TN"
364,tricities,\N,\N,\N,\N,-82.4079,36.4811,"Blountville, TN 37617"
365,abilene,\N,\N,\N,\N,-99.7331,32.4487,"Abilene, TX"
366,amarillo,\N,\N,\N,\N,-101.831,35.222,"Amarillo, TX"
367,austin,\N,\N,\N,\N,-97.7431,30.2672,"Austin, TX"
368,beaumont,\N,\N,\N,\N,-94.1266,30.0802,"Beaumont, TX"
369,brownsville,\N,\N,\N,\N,-97.4975,25.9017,"Brownsville, TX"
370,collegestation,\N,\N,\N,\N,-96.3344,30.628,"College Station, TX"
371,corpuschristi,\N,\N,\N,\N,-97.3964,27.8006,"Corpus Christi, TX"
372,dallas,\N,\N,\N,\N,-96.8005,32.7801,"Dallas, TX"
373,delrio,\N,\N,\N,\N,-100.896,29.3709,"Del Rio, TX 78840"
374,denton,\N,\N,\N,\N,-97.1331,33.2148,"Denton, TX"
375,elpaso,\N,\N,\N,\N,-106.48700000000001,31.7587,"El Paso, TX"
376,fortworth,\N,\N,\N,\N,-97.3208,32.7254,"Fort Worth, TX"
377,galveston,\N,\N,\N,\N,-94.7977,29.3013,"Galveston, TX"
378,houston,\N,\N,\N,\N,-95.3694,29.7602,"Houston, TX"
379,huntsvilletx,\N,\N,\N,\N,-95.5508,30.7235,"Huntsville, TX"
380,killeen,\N,\N,\N,\N,-97.7278,31.1171,"Killeen, TX"
381,laredo,\N,\N,\N,\N,-99.5075,27.5064,"Laredo, TX"
382,lubbock,\N,\N,\N,\N,-101.855,33.5779,"Lubbock, TX"
383,mcallen,\N,\N,\N,\N,-98.23,26.2034,"McAllen, TX"
384,arlington,\N,\N,\N,\N,-97.1023,32.8809,"Euless, TX 76039"
385,odessa,\N,\N,\N,\N,-102.368,31.8457,"Odessa, TX"
386,sanantonio,\N,\N,\N,\N,-98.4936,29.4241,"San Antonio, TX"
387,sanmarcos,\N,\N,\N,\N,-97.9414,29.8833,"San Marcos, TX"
388,texarkana,\N,\N,\N,\N,-94.0477,33.4251,"Texarkana, TX"
389,texoma,\N,\N,\N,\N,-96.3339,32.9629,"Texoma, Royse City, TX 75189"
390,tyler,\N,\N,\N,\N,-95.3011,32.3513,"Tyler, TX"
391,victoriatx,\N,\N,\N,\N,-97.0036,28.8053,"Victoria, TX"
392,waco,\N,\N,\N,\N,-97.1467,31.5493,"Waco, TX"
393,wichitafalls,\N,\N,\N,\N,-98.4934,33.9137,"Wichita Falls, TX"
394,utah,\N,\N,\N,\N,-111.094,39.321,Utah
395,logan,\N,\N,\N,\N,-111.834,41.736999999999995,"Logan, UT"
396,ogden,\N,\N,\N,\N,-111.97399999999999,41.223,"Ogden, UT"
397,provo,\N,\N,\N,\N,-111.65899999999999,40.2338,"Provo, UT"
398,saltlakecity,\N,\N,\N,\N,-111.891,40.7608,"Salt Lake City, UT"
399,stgeorge,\N,\N,\N,\N,-113.57799999999999,37.0953,"St. George, UT"
400,burlington,\N,\N,\N,\N,-72.5778,44.5588,Vermont
401,virginia,\N,\N,\N,\N,-78.6569,37.4316,Virginia
402,charlottesville,\N,\N,\N,\N,-78.4767,38.0293,"Charlottesville, VA"
403,chesapeake,\N,\N,\N,\N,-76.2875,36.7682,"Chesapeake, VA"
404,danville,\N,\N,\N,\N,-79.395,36.586,"Danville, VA"
405,fredericksburg,\N,\N,\N,\N,-77.4605,38.3032,"Fredericksburg, VA"
406,hampton,\N,\N,\N,\N,-76.3452,37.0299,"Hampton, VA"
407,harrisonburg,\N,\N,\N,\N,-78.8689,38.4496,"Harrisonburg, VA"
408,lynchburg,\N,\N,\N,\N,-79.1423,37.4138,"Lynchburg, VA"
409,blacksburg,\N,\N,\N,\N,-80.6783,37.1372,"Dublin, VA 24084"
410,newportnews,\N,\N,\N,\N,-76.473,37.0871,"Newport News, VA"
411,norfolk,\N,\N,\N,\N,-76.2859,36.8508,"Norfolk, VA"
412,portsmouth,\N,\N,\N,\N,-76.2983,36.8354,"Portsmouth, VA"
413,richmond,\N,\N,\N,\N,-77.4361,37.5407,"Richmond, VA"
414,roanoke,\N,\N,\N,\N,-79.9414,37.271,"Roanoke, VA"
415,swva,\N,\N,\N,\N,-78.6569,37.4316,Virginia
416,suffolk,\N,\N,\N,\N,-76.5836,36.7282,"Suffolk, VA"
417,virginiabeach,\N,\N,\N,\N,-75.97800000000001,36.8529,"Virginia Beach, VA"
418,washington,\N,\N,\N,\N,-120.45100000000001,47.4016,Washington
419,bellingham,\N,\N,\N,\N,-122.488,48.7596,"Bellingham, WA"
420,everett,\N,\N,\N,\N,-122.20200000000001,47.979,"Everett, WA"
421,moseslake,\N,\N,\N,\N,-119.27799999999999,47.1301,"Moses Lake, WA 98837"
422,mtvernon,\N,\N,\N,\N,-122.334,48.4212,"Mount Vernon, WA"
423,olympia,\N,\N,\N,\N,-122.90100000000001,47.0379,"Olympia, WA"
424,pullman,\N,\N,\N,\N,-117.18,46.7313,"Pullman, WA"
425,seattle,\N,\N,\N,\N,-122.33200000000001,47.6062,"Seattle, WA"
426,spokane,\N,\N,\N,\N,-117.446,47.6504,"Spokane, WA"
427,tacoma,\N,\N,\N,\N,-122.444,47.2529,"Tacoma, WA"
428,tricitieswa,\N,\N,\N,\N,-119.223,46.235,"Tri-Cities, WA"
429,wenatchee,\N,\N,\N,\N,-120.31,47.4235,"Wenatchee, WA"
430,yakima,\N,\N,\N,\N,-120.506,46.6021,"Yakima, WA"
431,westvirginia,\N,\N,\N,\N,-80.4549,38.5976,West Virginia
432,charlestonwv,\N,\N,\N,\N,-81.6326,38.3498,"Charleston, WV"
433,huntington,\N,\N,\N,\N,-82.4452,38.4193,"Huntington, WV"
434,martinsburg,\N,\N,\N,\N,-77.9639,39.4562,"Martinsburg, WV"
435,morgantown,\N,\N,\N,\N,-79.9559,39.6295,"Morgantown, WV"
436,parkersburg,\N,\N,\N,\N,-81.5615,39.2667,"Parkersburg, WV"
437,southernwestvirginia,\N,\N,\N,\N,-80.8322,38.6071,"Southern, WV"
438,wheeling,\N,\N,\N,\N,-80.7209,40.064,"Wheeling, WV"
439,wisconsin,\N,\N,\N,\N,-88.7879,43.7844,Wisconsin
440,appleton,\N,\N,\N,\N,-88.4154,44.2619,"Appleton, WI"
441,eauclaire,\N,\N,\N,\N,-91.4985,44.8113,"Eau Claire, WI"
442,greenbay,\N,\N,\N,\N,-88.0198,44.5192,"Green Bay, WI"
443,janesville,\N,\N,\N,\N,-89.0187,42.6828,"Janesville, WI"
444,lacrosse,\N,\N,\N,\N,-91.2396,43.8014,"La Crosse, WI"
445,madison,\N,\N,\N,\N,-89.4012,43.0731,"Madison, WI"
446,milwaukee,\N,\N,\N,\N,-87.9065,43.0389,"Milwaukee, WI"
447,racine,\N,\N,\N,\N,-87.7829,42.7261,"Racine, WI"
448,sheboygan,\N,\N,\N,\N,-87.7145,43.7508,"Sheboygan, WI"
449,wausau,\N,\N,\N,\N,-89.6301,44.9591,"Wausau, WI"
450,wyoming,\N,\N,\N,\N,-107.29,43.076,Wyoming
1259,siouxfalls,\N,\N,\N,\N,-96.7311,43.5446,"Sioux Falls, SD"
1260,naples,\N,\N,\N,\N,-81.7948,26.142,"Naples, FL"
1263,billings,\N,\N,\N,\N,-108.501,45.7833,"Billings, MT"
1268,jxn,\N,\N,\N,\N,-90.1848,32.2988,"Jackson, MS"
1269,sedro,\N,\N,\N,\N,-81.4594,41.1314,"Sedro Street, Cuyahoga Falls, OH 44221"
1271,okaloosa,\N,\N,\N,\N,-86.617,30.4201,"Fort Walton Beach, FL"
1272,40,\N,\N,\N,\N,-93.4992,40.7431,"40th, IA"
1275,swv,\N,\N,\N,\N,-80.8322,38.6071,"Southern, WV"
1278,oh,\N,\N,\N,\N,-82.9071,40.4173,Ohio
1279,gulfport,\N,\N,\N,\N,-89.073,30.4134,"Gulfport-Biloxi International Airport, 14035 Airport Road, Gulfport, MS 39503"
1281,greatfalls,\N,\N,\N,\N,-111.28299999999999,47.4942,"Great Falls, MT"
1285,soo,\N,\N,\N,\N,-102.463,48.9544,"Soo, ND"
1287,seatle,\N,\N,\N,\N,-122.33200000000001,47.6062,"Seattle, WA"
1289,wv,\N,\N,\N,\N,-81.4565,37.9578,"Old Road, Dorothy, WV 25060"
1294,seks,\N,\N,\N,\N,-98.4842,39.0119,Kansas
1297,stanwood,\N,\N,\N,\N,-122.37100000000001,48.2412,"Stanwood, WA 98292"
1301,helena,\N,\N,\N,\N,-112.027,46.5958,"Helena, MT"
1302,bgky,\N,\N,\N,\N,-86.4808,36.9685,"Bowling Green, KY"
1306,enid,\N,\N,\N,\N,-97.0929,35.0078,Oklahoma
1308,cnj,\N,\N,\N,\N,-74.979,39.8297,"Central, Gibbsboro, NJ 08026"
1311,ksu,\N,\N,\N,\N,-73.9597,40.7903,"Manhattan, New York, NY"
1315,lakecity,\N,\N,\N,\N,-81.6639,28.9402,"North Central Avenue, Umatilla, FL 32784"
1316,cenla,\N,\N,\N,\N,-91.0369,30.5543,"Central, LA"
1320,salina,\N,\N,\N,\N,-97.6114,38.8403,"Salina, KS"
1322,onslow,\N,\N,\N,\N,-81.6556,30.3322,"Jacksonville, FL"
1324,rmn,\N,\N,\N,\N,-77.6109,43.161,"Rochester, NY"
1325,rapidcity,\N,\N,\N,\N,-103.23100000000001,44.0805,"Rapid City, SD"
1330,nmi,\N,\N,\N,\N,-85.1447,43.7501,"Northern, Barryton, MI 49305"
1333,kpr,\N,\N,\N,\N,-119.199,46.1093,Kennewick
1335,nd,\N,\N,\N,\N,-101.00200000000001,47.5515,North Dakota
1336,cfl,\N,\N,\N,\N,-81.3667,27.305,"Heartland Boulevard, Lake Placid, FL 33852"
1337,fairbanks,\N,\N,\N,\N,-147.716,64.8378,"Fairbanks, AK"
1340,nh,\N,\N,\N,\N,-71.5724,43.1939,New Hampshire
1341,brainerd,\N,\N,\N,\N,-94.2008,46.3581,"Brainerd, MN"
1344,easttexas,\N,\N,\N,\N,-95.3011,32.3513,"Tyler, TX"
1346,slo,\N,\N,\N,\N,-120.66,35.2828,"San Luis Obispo, CA"
1347,anywhere,\N,\N,\N,\N,-86.3586,30.3843,"Anywhere Learning, Miramar Beach, FL 32550"
1350,ames,\N,\N,\N,\N,-93.62,42.0347,"Ames, IA"
1353,bn,\N,\N,\N,\N,-88.9937,40.4842,"Bloomington, IL"
1354,kalispell,\N,\N,\N,\N,-114.316,48.1978,"Kalispell, MT 59901"
1355,kansascity,\N,\N,\N,\N,-94.5786,39.0997,"Kansas City, MO"
1356,butte,\N,\N,\N,\N,-112.535,46.0038,"Butte, MT"
1359,stpetersburg,\N,\N,\N,\N,-82.64,27.7731,"St. Petersburg, FL"
1360,swks,\N,\N,\N,\N,-98.4842,39.0119,Kansas
1362,anacortes,\N,\N,\N,\N,-122.613,48.5126,"Anacortes, WA"
1363,yubasutter,\N,\N,\N,\N,-121.617,39.1404,"Yuba City, CA"
1365,hanford,\N,\N,\N,\N,-119.646,36.3274,"Hanford, CA 93230"
1366,sw,\N,\N,\N,\N,-84.5643,33.6613,"SW, Atlanta, GA 30349"
1370,fayar,\N,\N,\N,\N,-94.1574,36.0626,"Fayetteville, AR"
1371,limaohio,\N,\N,\N,\N,-84.0832,40.7543,"Findlay Road, Lima, OH 45801"
1372,skj,\N,\N,\N,\N,-154.13299999999998,56.5333,"Sitkinak (SKJ), Alaska"
1373,sd,\N,\N,\N,\N,-99.9018,43.9695,South Dakota
1374,missoula,\N,\N,\N,\N,-113.99700000000001,46.8787,"Missoula, MT"
1375,nwks,\N,\N,\N,\N,-94.6605,39.129,"Northwest, Kansas City, KS"
1376,northernwi,\N,\N,\N,\N,-91.1042,42.9045,"South Northern, Bagley, WI 53801"
1377,eastco,\N,\N,\N,\N,-76.4307,39.3336,"Eastern, Middle River, MD 21220"
1378,coupeville,\N,\N,\N,\N,-122.686,48.2198,"Coupeville, WA 98239"
1380,cosprings,\N,\N,\N,\N,-104.821,38.8339,"Colorado Springs, CO"
1382,olympic,\N,\N,\N,\N,-123.751,47.7501,"Olympic Peninsula, Olympic National Park, Washington 98331"
1383,jacksontn,\N,\N,\N,\N,-90.1848,32.2988,"Jackson, MS"
1385,newfoundland,\N,\N,\N,\N,-75.32,41.3067,"Newfoundland, PA 18445"
1388,westmd,\N,\N,\N,\N,-76.6629,39.2923,"Western, Baltimore, MD"
1389,treasure,\N,\N,\N,\N,-80.3835,27.6388,"Treasure Coast Plaza, Vero Beach, FL 32960"
1390,territories,\N,\N,\N,\N,-81.8934,34.1575,"The Territories, South Carolina 34, SC 29037"
1391,bigbend,\N,\N,\N,\N,-94.9945,29.7171,"Southwest, Baytown, TX 77520"
1392,juneau,\N,\N,\N,\N,-149.494,64.2008,Alaska
1393,eastnc,\N,\N,\N,\N,-78.878,35.0324,"South Eastern Boulevard, Fayetteville, NC"
1398,bham,\N,\N,\N,\N,-86.8025,33.5207,"Birmingham, AL"
1400,nacogdoches,\N,\N,\N,\N,-94.7299,31.3337,"Deep East Texas Council, 118 South 1st Street, Lufkin, TX 75901"
1401,csd,\N,\N,\N,\N,-100.353,44.3764,"North Central Avenue, Pierre, SD 57501"
1405,nesd,\N,\N,\N,\N,-99.9018,43.9695,South Dakota
1406,bozeman,\N,\N,\N,\N,-111.04700000000001,45.6778,"Bozeman, MT"
1408,marshall,\N,\N,\N,\N,-94.6859,46.7296,Minnesota
1411,westernmass,\N,\N,\N,\N,-71.4062,41.8408,"Western, Providence, RI 02906"
1412,smd,\N,\N,\N,\N,-76.7041,38.4154,"Southern Maryland, MD"
1413,sanangelo,\N,\N,\N,\N,-100.43700000000001,31.4638,"San Angelo, TX"
1414,houston and houston metro areas,\N,\N,\N,\N,-115.54299999999999,32.84,"West Houston & Houston, Imperial, CA 92251"
1415,framingham/waltham/cambridge,\N,\N,\N,\N,-71.1097,42.3736,"Cambridge, MA"
1418,atlanta-lexington,\N,\N,\N,\N,-84.4535,33.6845,"Lexington Avenue, Atlanta, GA 30344"
1419,birmingham-al,\N,\N,\N,\N,-86.8025,33.5207,"Birmingham, AL"
1421,smith mountain lake,\N,\N,\N,\N,-79.6394,37.0497,"Smith Mountain Lake, Virginia"
1423,lorain,\N,\N,\N,\N,-82.1824,41.4528,"Lorain, OH"
1425,trexlertown,\N,\N,\N,\N,-75.6059,40.5479,"Trexlertown, PA"
1426,new-river-valley,\N,\N,\N,\N,-80.6783,37.1372,"New River Valley Airport (PSK), Dublin, VA 24084"
1427,casper,\N,\N,\N,\N,-106.31299999999999,42.8666,"Casper, WY"
1428,cape coral / fort myers,\N,\N,\N,\N,-81.9535,26.663,"Lee County, FL"
1429,woonsocket,\N,\N,\N,\N,-71.5148,42.0029,"Woonsocket, RI"
1430,los angeles,\N,\N,\N,\N,-118.244,34.0522,"Los Angeles, CA"
1431,temecula,\N,\N,\N,\N,-117.148,33.4936,"Temecula, CA"
1432,charlotte (east),\N,\N,\N,\N,-80.8431,35.2271,"Charlotte, NC"
1433,state-college,\N,\N,\N,\N,-77.86,40.7934,"State College, PA"
1434,middletown,\N,\N,\N,\N,-72.6507,41.5623,"Middletown, CT"
1435,traverse city,\N,\N,\N,\N,-85.6206,44.7631,"Traverse City, MI"
1437,sac and 100 mi of,\N,\N,\N,\N,-86.2453,44.6336,"Sac Street, Frankfort, MI 49635"
1438,encino,\N,\N,\N,\N,-118.521,34.1517,"Encino, Los Angeles, CA"
1439,newport,\N,\N,\N,\N,-71.3128,41.4901,"Newport, RI"
1440,evans,\N,\N,\N,\N,-82.1307,33.5337,"Evans, GA"
1441,somersworth,\N,\N,\N,\N,-70.8653,43.2617,"Somersworth, NH"
1442,cherry creek,\N,\N,\N,\N,-104.948,39.7207,"Cherry Creek, Denver, CO"
1443,monroeville,\N,\N,\N,\N,-79.7881,40.4212,"Monroeville, PA"
1444,channelview,\N,\N,\N,\N,-95.1147,29.7761,"Channelview, TX"
1445,west bend,\N,\N,\N,\N,-88.1834,43.4253,"West Bend, WI"
1446,brooklyn park,\N,\N,\N,\N,-93.3563,45.0941,"Brooklyn Park, MN"
1448,union city,\N,\N,\N,\N,-122.044,37.5934,"Union City, CA"
1449,fort lauderdale,\N,\N,\N,\N,-80.1373,26.1224,"Fort Lauderdale, FL"
1450,worthington,\N,\N,\N,\N,-83.01799999999999,40.0931,"Worthington, OH"
1452,charleston-huntington,\N,\N,\N,\N,-115.214,36.1784,"Huntington Street, Las Vegas, NV 89107"
1453,"pittsburgh, pa",\N,\N,\N,\N,-79.9959,40.4406,"Pittsburgh, PA"
1454,north-jersey,\N,\N,\N,\N,-74.4057,40.0583,New Jersey
1455,st paul,\N,\N,\N,\N,-93.09,44.9537,"Saint Paul, MN"
1456,commerce,\N,\N,\N,\N,-94.26299999999999,35.0788,"Commerce, Huntington, AR 72940"
1457,somerset/edison/meadowlands/nyc,\N,\N,\N,\N,-73.97800000000001,40.7056,"New York, NY"
1459,las-cruces,\N,\N,\N,\N,-106.764,32.3199,"Las Cruces, NM"
1460,woodstock,\N,\N,\N,\N,-84.5194,34.1015,"Woodstock, GA"
1461,harrison twp,\N,\N,\N,\N,-82.8293,42.5836,"Harrison Township, MI"
1462,new york/near bronx,\N,\N,\N,\N,-73.8648,40.8448,"Bronx, NY"
1463,times square,\N,\N,\N,\N,-73.9851,40.7589,"Times Square, Manhattan, NY 10036"
1464,mt. pleasant,\N,\N,\N,\N,-79.8284,32.8323,"Mount Pleasant, SC"
1466,northridge,\N,\N,\N,\N,-118.53,34.2381,"Northridge, Los Angeles, CA"
1468,port orange,\N,\N,\N,\N,-80.9956,29.1383,"Port Orange, FL"
1469,ft. lauderdale,\N,\N,\N,\N,-80.1373,26.1224,"Fort Lauderdale, FL"
1471,near pontiac,\N,\N,\N,\N,-83.291,42.6389,"Pontiac, MI"
1472,st petersburg,\N,\N,\N,\N,-82.64,27.7731,"St. Petersburg, FL"
1473,springfield-il,\N,\N,\N,\N,-89.6501,39.7817,"Springfield, IL"
1474,l,\N,\N,\N,\N,-101.84899999999999,33.5642,"Avenue L, Lubbock, TX"
1476,inglewood,\N,\N,\N,\N,-118.353,33.9617,"Inglewood, CA"
1477,new hampshire,\N,\N,\N,\N,-71.5724,43.1939,New Hampshire
1478,bridgeport,\N,\N,\N,\N,-73.1952,41.1865,"Bridgeport, CT"
1479,ft. myers &amp; naples,\N,\N,\N,\N,-82.4648,28.5053,"Fort Myers Street & Naples Street, Spring Hill, FL 34604"
1480,lauderhill,\N,\N,\N,\N,-80.2134,26.1404,"Lauderhill, FL"
1482,q,\N,\N,\N,\N,-92.2609,45.1947,"Q, Clear Lake, WI 54005"
1483,santa barabara,\N,\N,\N,\N,-119.698,34.4208,"Santa Barbara, CA"
1484,gardena,\N,\N,\N,\N,-118.309,33.8883,"Gardena, CA"
1485,whippany parsippany,\N,\N,\N,\N,-74.4171,40.8245,"Whippany, Hanover, NJ 07981"
1486,warrenville,\N,\N,\N,\N,-88.1734,41.8178,"Warrenville, IL"
1487,bellflower,\N,\N,\N,\N,-118.117,33.8817,"Bellflower, CA"
1488,tampa bay,\N,\N,\N,\N,-82.5835,27.7029,"Tampa Bay, Florida"
1489,minneapolis and surrounding!,\N,\N,\N,\N,-93.2667,44.9833,"Minneapolis, MN"
1490,"aliso viejo, laguna niguel",\N,\N,\N,\N,-117.71600000000001,33.5617,"G S A Laguna Niguel G/l Helistop, Aliso Viejo, CA 92677"
1491,skagit,\N,\N,\N,\N,-121.711,48.4242,"Skagit County, WA"
1492,hilton head,\N,\N,\N,\N,-80.7526,32.2163,"Hilton Head Island, SC"
1494,inver grove hieghts,\N,\N,\N,\N,-93.0427,44.848,"Inver Grove Heights, MN"
1495,boston/brockton,\N,\N,\N,\N,-71.0983,42.2716,"Brockton Street, Boston, MA 02126"
1496,san antoinio,\N,\N,\N,\N,-98.4936,29.4241,"San Antonio, TX"
1499,atlanta-lexington-knoxville,\N,\N,\N,\N,-83.9207,35.9606,"Knoxville, TN"
1500,davenport,\N,\N,\N,\N,-90.5776,41.5236,"Davenport, IA"
1501,opelika,\N,\N,\N,\N,-85.3783,32.6454,"Opelika, AL"
1503,newnan,\N,\N,\N,\N,-84.7997,33.3807,"Newnan, GA"
1504,sparta,\N,\N,\N,\N,-90.8129,43.9441,"Sparta, WI"
1505,"north houston, woodlands spring, cypress, humble",\N,\N,\N,\N,-95.4463,30.0119,"Spring Independent School District, TX"
1506,arapahoe,\N,\N,\N,\N,-104.333,39.6203,"Arapahoe County, CO"
1508,york-pa,\N,\N,\N,\N,-76.7277,39.9626,"York, PA"
1510,loveland,\N,\N,\N,\N,-105.075,40.3978,"Loveland, CO"
1511,elmsford,\N,\N,\N,\N,-73.8201,41.0551,"Elmsford, NY"
1513,matsu valley,\N,\N,\N,\N,-150.251,61.3828,"Matanuska-Susitna Valley, Alaska 99654"
1514,new brunswick,\N,\N,\N,\N,-74.4518,40.4862,"New Brunswick, NJ"
1515,carson,\N,\N,\N,\N,-118.28200000000001,33.8317,"Carson, CA"
1516,eastern-panhandle,\N,\N,\N,\N,-77.9998,39.4645,"Eastern Panhandle Psychiatry, 51 Street of Dreams, Martinsburg, WV 25403"
1517,clearwater/safety harbor/oldsmar,\N,\N,\N,\N,-82.678,28.0255,"Safety Harbor, Florida"
1518,grapevine,\N,\N,\N,\N,-97.0781,32.9343,"Grapevine, TX"
1519,san  diego,\N,\N,\N,\N,-117.161,32.7157,"San Diego, CA"
1520,san francisco/ bay area,\N,\N,\N,\N,-122.25,37.7141,"San Francisco Bay Area, CA"
1521,edgewater,\N,\N,\N,\N,-73.9757,40.827,"Edgewater, NJ"
1522,farmingdale,\N,\N,\N,\N,-73.4454,40.7326,"Farmingdale, NY"
1523,denver cherry creek,\N,\N,\N,\N,-104.948,39.7207,"Cherry Creek, Denver, CO"
1524,huntington beach,\N,\N,\N,\N,-117.999,33.6603,"Huntington Beach, CA"
1525,forney,\N,\N,\N,\N,-96.4719,32.7482,"Forney, TX 75126"
1527,birminghsm,\N,\N,\N,\N,-86.8025,33.5207,"Birmingham, AL"
1528,paramus,\N,\N,\N,\N,-74.0754,40.9445,"Paramus, NJ"
1530,linthicum,\N,\N,\N,\N,-76.6527,39.2051,"Linthicum Heights, MD"
1531,athens &amp; augusta,\N,\N,\N,\N,-83.3842,33.9702,"Athens Avenue & Augusta Avenue, Athens, GA 30601"
1532,mishawaka,\N,\N,\N,\N,-86.1586,41.662,"Mishawaka, IN"
1533,kennewick,\N,\N,\N,\N,-119.137,46.2112,"Kennewick, WA"
1534,cocoa beach,\N,\N,\N,\N,-80.6076,28.32,"Cocoa Beach, FL"
1535,"oakland, berkeley, and emeryville",\N,\N,\N,\N,-122.292,37.8407,"Emeryville, CA 94608"
1536,elmhurst,\N,\N,\N,\N,-87.9403,41.8995,"Elmhurst, IL"
1537,louisvillle,\N,\N,\N,\N,-85.7585,38.2527,"Louisville, KY"
1538,pittsfield,\N,\N,\N,\N,-73.2454,42.4501,"Pittsfield, MA"
1539,las vegas,\N,\N,\N,\N,-115.14,36.1699,"Las Vegas, NV"
1540,lexington-huntrsville,\N,\N,\N,\N,-76.7302,38.4693,"Huntersville, 5, Mechanicsville, MD 20659"
1541,cudahy,\N,\N,\N,\N,-87.8615,42.9597,"Cudahy, WI"
1542,morehead-mt sterling-winchester,\N,\N,\N,\N,-83.4327,38.184,"Morehead, KY"
1545,speedway area,\N,\N,\N,\N,-90.1444,44.09,"Speedway Road, Necedah, WI 54646"
1546,tulare/visalia,\N,\N,\N,\N,-119.292,36.3302,"Visalia, CA"
1547,colombus,\N,\N,\N,\N,-82.9988,39.9612,"Columbus, OH"
1548,durham,\N,\N,\N,\N,-78.8986,35.994,"Durham, NC"
1549,evangeline,\N,\N,\N,\N,-92.5707,30.2624,"Evangeline, LA 70537"
1550,cape canaveral,\N,\N,\N,\N,-80.6036,28.3883,"Cape Canaveral, FL"
1551,bellevue,\N,\N,\N,\N,-122.20100000000001,47.6104,"Bellevue, WA"
1552,sherman oaks,\N,\N,\N,\N,-118.45100000000001,34.149,"Sherman Oaks, Los Angeles, CA"
1553,treasure-coast,\N,\N,\N,\N,-80.3835,27.6388,"Treasure Coast Plaza, Vero Beach, FL 32960"
1554,southern illinois,\N,\N,\N,\N,-89.2522,37.7783,"Southern Illinois Airport (MDH), Murphysboro, IL 62966"
1556,lee county,\N,\N,\N,\N,-81.9535,26.663,"Lee County, FL"
1557,carpinteria,\N,\N,\N,\N,-119.51799999999999,34.3989,"Carpinteria, CA"
1558,grand marais,\N,\N,\N,\N,-90.3343,47.7504,"Grand Marais, MN"
1560,"buffalo, erie, cleveland, pittsburgh, jamestown",\N,\N,\N,\N,-78.8784,42.8864,"Buffalo, NY"
1561,hallandale beach,\N,\N,\N,\N,-80.1484,25.9812,"Hallandale Beach, FL"
1562,battle-creek,\N,\N,\N,\N,-85.1797,42.3212,"Battle Creek, MI"
1563,montgomery county,\N,\N,\N,\N,-77.2405,39.1547,"Montgomery County, MD"
1564,ames-ia,\N,\N,\N,\N,-93.62,42.0347,"Ames, IA"
1566,sterling,\N,\N,\N,\N,-77.4291,39.0067,"Sterling, VA"
1567,meadowvale,\N,\N,\N,\N,-93.5886,45.3625,"Meadowvale Airport, Elk River, MN 55330"
1568,luzerne,\N,\N,\N,\N,-75.90100000000001,41.2856,"Luzerne, PA"
1569,"tampa, st pete",\N,\N,\N,\N,-82.5835,27.7029,"Tampa Bay, Florida"
1571,hoboken,\N,\N,\N,\N,-74.0324,40.744,"Hoboken, NJ"
1573,manhattan beach,\N,\N,\N,\N,-118.411,33.8847,"Manhattan Beach, CA"
1574,st-joseph,\N,\N,\N,\N,-94.8467,39.7675,"St. Joseph, MO"
1575,puyallup,\N,\N,\N,\N,-122.29299999999999,47.1854,"Puyallup, WA"
1576,san gabriel,\N,\N,\N,\N,-118.10600000000001,34.0961,"San Gabriel, CA"
